slug,words,quick_facts,faq_items,decision,reason,junk,split_into,preexisting_noindex,has_auto_noindex
luis-ferrsadurn-and-federico-rios,74,0,0,noindex,74w < 200; no quick facts; no faq,False,,False,False
matthew-z-capps-and-steven-wade,74,0,0,noindex,74w < 200; no quick facts; no faq,False,,False,False
paul-sonne,74,0,0,noindex,74w < 200; no quick facts; no faq,False,,False,False
ashifa-kassam-european-community-affairs-correspondent,73,0,0,noindex,junk byline slug,True,,False,False
autumn-alcott-ridenour,73,3,2,noindex,73w < 200,False,,False,False
benjamin-l-mabry,73,3,2,noindex,73w < 200,False,,False,False
cal-crucis,73,3,2,noindex,73w < 200,False,,False,False
colin-redemer,73,3,2,noindex,73w < 200,False,,False,False
danny-franks,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
jamie-carlson,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
jim-tankersley,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
jonathan-clark,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
joyce-garcia,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
ligonier-updates,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
mark-croston,73,3,2,noindex,73w < 200,False,,False,False
milan-czerny,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
norimitsu-onishi-and-hubert-hayaud,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
pragati-kb,73,3,2,noindex,73w < 200,False,,False,False
steven-erlanger,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
vera-bergengruen,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
william-tate,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
zia-urrehman-and-asim-hafeez,73,0,0,noindex,73w < 200; no quick facts; no faq,False,,False,False
abby-silva,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
alex-stevens,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
cassandra-vinograd-and-carlotta-gall,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
christopher-f-schuetze,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
declan-walsh-and-arlette-bashizi,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
dov-lieber,72,3,2,noindex,72w < 200,False,,False,False
james-abernathy,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
james-marson,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
kristian-andersen,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
lesley-crews,72,3,2,noindex,72w < 200,False,,False,False
marc-livecche,72,3,2,noindex,72w < 200,False,,False,False
selam-gebrekidan-and-peilin-wu,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
victoria-kim-and-chris-buckley,72,0,0,noindex,72w < 200; no quick facts; no faq,False,,False,False
bethel-mcgrew,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
cesar-custodio,71,3,2,noindex,71w < 200,False,,False,False
christopher-f-schuetze-and-tatiana-firsova,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
dawn-sherillporter,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
emiliano-rodrguez-mega-and-simon-romero,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
ivan-nechepurenko-and-mary-gelman,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
kyri-evangelou,71,3,2,noindex,71w < 200,False,,False,False
marc-santora,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
mark-landler,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
matthew-mpoke-bigg-and-apoorva-mandavilli,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
stanislav-kozliuk-and-cassandra-vinograd,71,0,0,noindex,71w < 200; no quick facts; no faq,False,,False,False
wil-moore,71,3,2,noindex,71w < 200,False,,False,False
adam-goldman,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
chun-han-wong,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
jake-dell,70,3,2,noindex,70w < 200,False,,False,False
john-bryce,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
josh-dawsey,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
lifeway-research,70,3,2,noindex,70w < 200,False,,False,False
luis-ferrsadurn-and-genevieve-glatsky,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
lynsey-chutel-and-claire-moses,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
megan-specia-and-koba-ryckewaert,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
nathaniel-marshall,70,0,0,noindex,70w < 200; no quick facts; no faq,False,,False,False
paul-vieira,70,3,2,noindex,70w < 200,False,,False,False
seth-lewis,70,3,2,noindex,70w < 200,False,,False,False
tyler-hurst,70,3,2,noindex,70w < 200,False,,False,False
abdi-latif-dahir-and-yeganeh-torbati,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
andrew-ballard,69,3,2,noindex,69w < 200,False,,False,False
carlos-barragn-and-lynsey-chutel,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
damian-carrington-environment-editor,69,0,0,noindex,junk byline slug,True,,False,False
daniel-bouchoc-and-zach-hollifield,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
david-w-pao,69,3,2,noindex,69w < 200,False,,False,False
elian-peltier-and-safiullah-padshah,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
ephrat-livni-and-lynsey-chutel,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
jared-malsin,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
lara-jakes,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
luke-broadwater,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
nate-fischer,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
ruth-maclean,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
shane-morris,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
shelby-holliday,69,0,0,noindex,69w < 200; no quick facts; no faq,False,,False,False
david-hammer-of-wwl-louisiana-and-ramon-antonio-vargas,68,0,0,noindex,junk byline slug,True,,False,False
david-luhnow,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
david-pierson-and-paul-sonne,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
john-w-hoyum,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
matthew-luxmoore,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
michael-schwirtz-and-tomas-dapkus,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
s-donald-fortson,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
tim-rosenberger,68,0,0,noindex,68w < 200; no quick facts; no faq,False,,False,False
edward-song,67,0,0,noindex,67w < 200; no quick facts; no faq,False,,False,False
lily-kuo-and-peilin-wu,67,0,0,noindex,67w < 200; no quick facts; no faq,False,,False,False
robert-d-cathcart,67,0,0,noindex,67w < 200; no quick facts; no faq,False,,False,False
aamna-mohdin-community-affairs-correspondent,66,0,0,noindex,junk byline slug,True,,False,False
dan-white,66,0,0,noindex,66w < 200; no quick facts; no faq,False,,False,False
mary-mohler,66,0,0,noindex,66w < 200; no quick facts; no faq,False,,False,False
rebecca-pate,66,3,2,noindex,66w < 200,False,,False,False
susan-bennett,66,0,0,noindex,66w < 200; no quick facts; no faq,False,,False,False
anna-russell,65,3,2,noindex,65w < 200,False,,False,False
damien-cave,65,0,0,noindex,65w < 200; no quick facts; no faq,False,,False,False
jennifer-lahl-ma,65,3,2,noindex,65w < 200,False,,False,False
justine-bathurst,65,3,2,noindex,65w < 200,False,,False,False
kate-shellnutt,65,0,0,noindex,65w < 200; no quick facts; no faq,False,,False,False
kejal-vyas,65,0,0,noindex,65w < 200; no quick facts; no faq,False,,False,False
preston-ulmer,65,3,2,noindex,65w < 200,False,,False,False
ronald-dodson,65,0,0,noindex,65w < 200; no quick facts; no faq,False,,False,False
samuel-bierig,65,3,2,noindex,65w < 200,False,,False,False
sara-lansford,65,0,0,noindex,65w < 200; no quick facts; no faq,False,,False,False
timothy-larsen,65,3,2,noindex,65w < 200,False,,False,False
amelia-nierenberg,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
byfaith-staff,64,3,2,noindex,64w < 200,False,,False,False
chris-osuh-community-affairs-correspondent,64,0,0,noindex,junk byline slug,True,,False,False
jenny-gross-and-aurelien-breeden,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
john-eligon,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
josh-burnett,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
josh-herring,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
lily-kuo,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
richard-luscombe-and-agency,64,0,0,noindex,junk byline slug,True,,False,False
ricky-sands,64,3,2,noindex,64w < 200,False,,False,False
sebastian-y-kim,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
sidney-dyer,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
suilee-wee,64,0,0,noindex,64w < 200; no quick facts; no faq,False,,False,False
aaron-earls,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
adam-gabbatt,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
brian-daniel,63,3,2,noindex,63w < 200,False,,False,False
chris-martin,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
cody-barnhart,63,3,2,noindex,63w < 200,False,,False,False
dalya-alberge,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
mike-slay,63,3,2,noindex,63w < 200,False,,False,False
staff-and-agencies,63,0,0,noindex,junk byline slug,True,,False,False
sue-roaf,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
tyler-hicks-and-galle-girbes,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
zlati-meyer,63,0,0,noindex,63w < 200; no quick facts; no faq,False,,False,False
alyssapreiser,62,3,2,noindex,62w < 200,False,,False,False
american-reformer,62,3,2,noindex,62w < 200,False,,False,False
brian-spegele,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
dkinglewishouseorg-derek-king,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
isayen-herrera-and-tibisay-romero,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
james-t-areddy,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
john-yoon-and-joy-dong,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
joyu-wang,62,3,2,noindex,62w < 200,False,,False,False
kadin-christian,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
kaitlin-febles,62,3,2,noindex,62w < 200,False,,False,False
mark-johnston,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
nathan-ristuccia,62,3,2,noindex,62w < 200,False,,False,False
paul-worcester,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
ramon-antonio-vargas,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
sanya-mansoor,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
taigen-joos,62,0,0,noindex,62w < 200; no quick facts; no faq,False,,False,False
abigail-geiger,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
adam-griffin,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
annie-linskey,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
ba-castle,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
brittany-dahl,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
cassandra-vinograd-and-oleksandr-chubko,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
dayton-hartman,61,3,2,noindex,61w < 200,False,,False,False
dustin-volz-and-michael-schwirtz,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
erica-l-green,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
justine-coleman,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
lara-seligman,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
leo-sands-and-michael-levenson,61,3,2,noindex,61w < 200,False,,False,False
lizzie-dearden,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
micah-barkley,61,3,2,noindex,61w < 200,False,,False,False
rebecca-leppert,61,3,2,noindex,61w < 200,False,,False,False
rob-butts,61,3,2,noindex,61w < 200,False,,False,False
steven-searcy,61,0,0,noindex,61w < 200; no quick facts; no faq,False,,False,False
taylor-berglund,61,3,2,noindex,61w < 200,False,,False,False
tibisay-romero,61,3,2,noindex,61w < 200,False,,False,False
austin-ramzy,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
cath-clarke,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
changwon-shu,60,3,2,noindex,60w < 200,False,,False,False
dave-strunk,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
drake-osborn,60,3,2,noindex,60w < 200,False,,False,False
john-yoon-and-muktita-suhartono,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
john-yoon-and-tatsiana-chypsanava,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
kirsten-sanders,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
kyle-bueermann,60,3,2,noindex,60w < 200,False,,False,False
margaret-sullivan,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
mary-van-weelden,60,3,2,noindex,60w < 200,False,,False,False
nate-shurden,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
richard-bennett-and-martin-buckinham,60,3,2,noindex,60w < 200,False,,False,False
timarie-friesen,60,3,2,noindex,60w < 200,False,,False,False
zac-workun,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
zane-irwin-and-shirin-hakim,60,0,0,noindex,60w < 200; no quick facts; no faq,False,,False,False
alice-speri,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
caleb-dalton,59,3,2,noindex,59w < 200,False,,False,False
carey-moore,59,3,2,noindex,59w < 200,False,,False,False
catherine-porter-and-ana-castelain,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
chris-carneal,59,3,2,noindex,59w < 200,False,,False,False
danny-kwon,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
david-schrock,59,3,2,noindex,59w < 200,False,,False,False
emma-bubola,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
frank-powell,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
matthew-spear,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
michael-anthony-adams,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
neal-samudre,59,3,2,noindex,59w < 200,False,,False,False
temujin-doran-and-katie-arnold,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
timothy-w-martin,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
tyler-hicks,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
uwa-edeosifo,59,0,0,noindex,59w < 200; no quick facts; no faq,False,,False,False
aaron-boxerman-and-adam-sella,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
alex-kocman,58,3,2,noindex,58w < 200,False,,False,False
anastasiia-malenko,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
cameron-strang,58,3,2,noindex,58w < 200,False,,False,False
cmjoyner,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
dawson-knaul,58,3,2,noindex,58w < 200,False,,False,False
doug-hankins,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
frances-robles,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
glenn-wishnew,58,3,2,noindex,58w < 200,False,,False,False
jeff-diamant,58,3,2,noindex,58w < 200,False,,False,False
kim-barker,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
marianne-levine,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
matt-mccullough,58,3,2,noindex,58w < 200,False,,False,False
nicole-unice,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
phil-cotnoir,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
rev-simon-lockett,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
rosemary-jensen,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
yan-zhuang-and-ephrat-livni,58,0,0,noindex,58w < 200; no quick facts; no faq,False,,False,False
ashley-ahn,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
bill-riedel,57,3,2,noindex,57w < 200,False,,False,False
constant-mheut,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
ephrat-livni,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
erin-ford,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
joseph-mattera,57,3,2,noindex,57w < 200,False,,False,False
karrie-hahn-devlin,57,3,2,noindex,57w < 200,False,,False,False
keith-plummer,57,3,2,noindex,57w < 200,False,,False,False
laetitia-vanon,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
lydia-bugg,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
philip-wegmann,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
rebecca-woods,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
ryan-smith,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
sherry-qin,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
stephen-castle,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
stephen-kalin,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
timothy-hall,57,3,2,noindex,57w < 200,False,,False,False
todd-boone,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
todd-johnson,57,0,0,noindex,57w < 200; no quick facts; no faq,False,,False,False
allyn-bock,56,3,2,noindex,56w < 200,False,,False,False
christopher-knaus-and-nino-bucci,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
dan-hyun,56,3,2,noindex,56w < 200,False,,False,False
erika-solomon,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
george-robertson,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
lauren-groves,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
luis-ferrsadurn-and-leo-sands,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
matthew-mpoke-bigg,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
michael-aitcheson,56,3,2,noindex,56w < 200,False,,False,False
niharika-mandhana,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
shelly-harris,56,3,2,noindex,56w < 200,False,,False,False
siobhn-ogrady,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
tory-shepherd,56,0,0,noindex,56w < 200; no quick facts; no faq,False,,False,False
alex-kneen,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
alistair-macdonald,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
andrew-e-kramer,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
apoorva-mandavilli,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
chuck-peters,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
daryl-crouch,55,3,2,noindex,55w < 200,False,,False,False
hannah-depledge,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
james-drimalla,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
nadia-khomami-arts-and-culture-correspondent,55,0,0,noindex,junk byline slug,True,,False,False
nazaneen-ghaffar,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
noe-garcia,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
stephen-kaufmann,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
summer-said,55,0,0,noindex,55w < 200; no quick facts; no faq,False,,False,False
britta-lokting,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
editorial,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
jessica-cicali,54,3,2,noindex,54w < 200,False,,False,False
jonathan-master,54,3,2,noindex,54w < 200,False,,False,False
kait-warman,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
kyle-cravens,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
luke-stamps,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
matthew-hall,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
rowena-mason-whitehall-editor,54,0,0,noindex,junk byline slug,True,,False,False
sara-atske,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
stephen-o-presley,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
stu-escalona,54,0,0,noindex,54w < 200; no quick facts; no faq,False,,False,False
ben-white,53,0,0,noindex,53w < 200; no quick facts; no faq,False,,False,False
case-thorp,53,0,0,noindex,53w < 200; no quick facts; no faq,False,,False,False
emmett-rensin,53,0,0,noindex,53w < 200; no quick facts; no faq,False,,False,False
eric-schmitt,53,0,0,noindex,53w < 200; no quick facts; no faq,False,,False,False
haley-isbell,53,0,0,noindex,53w < 200; no quick facts; no faq,False,,False,False
oleksandra-mykolyshyn,53,0,0,noindex,53w < 200; no quick facts; no faq,False,,False,False
bill-peacock,52,0,0,noindex,52w < 200; no quick facts; no faq,False,,False,False
christopher-cherry,52,0,0,noindex,52w < 200; no quick facts; no faq,False,,False,False
jonny-reid,52,0,0,noindex,52w < 200; no quick facts; no faq,False,,False,False
serhii-bosak,52,0,0,noindex,52w < 200; no quick facts; no faq,False,,False,False
yeganeh-torbati,52,0,0,noindex,52w < 200; no quick facts; no faq,False,,False,False
aaron-summers,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
alaina-demopoulos,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
carrie-blazina,51,3,2,noindex,51w < 200,False,,False,False
guardian-staff-and-agencies,51,0,0,noindex,junk byline slug,True,,False,False
henrik-schildt,51,3,2,noindex,51w < 200,False,,False,False
laurence-norman,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
noah-paynefrank,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
omar-abdelbaqui,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
presented-by-annie-kelly-with-alaina-demopoulos-produced-by-hanna-adan,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
scott-mcconnell,51,0,0,noindex,51w < 200; no quick facts; no faq,False,,False,False
shawn-thornton,51,3,2,noindex,51w < 200,False,,False,False
jason-mcconnell,50,3,2,noindex,50w < 200,False,,False,False
words-by-sam-wollaston,50,0,0,noindex,junk byline slug,True,,False,False
arwa-mahdawi,49,0,0,noindex,49w < 200; no quick facts; no faq,False,,False,False
carter-moore,49,3,2,noindex,49w < 200,False,,False,False
dwayne-mccrary,49,0,0,noindex,49w < 200; no quick facts; no faq,False,,False,False
fonie-mitsopoulou,49,0,0,noindex,49w < 200; no quick facts; no faq,False,,False,False
kat-wong,49,3,2,noindex,49w < 200,False,,False,False
adrienne-matei,48,0,0,noindex,48w < 200; no quick facts; no faq,False,,False,False
benjamin-vincent,48,0,0,noindex,48w < 200; no quick facts; no faq,False,,False,False
kathleen-allen,48,0,0,noindex,48w < 200; no quick facts; no faq,False,,False,False
mark-macdonald,48,0,0,noindex,48w < 200; no quick facts; no faq,False,,False,False
michael-r-gordon,48,0,0,noindex,48w < 200; no quick facts; no faq,False,,False,False
peter-daniel-joseph,48,3,2,noindex,48w < 200,False,,False,False
andr-paultre,47,0,0,noindex,47w < 200; no quick facts; no faq,False,,False,False
arlette-bashizi,47,0,0,noindex,47w < 200; no quick facts; no faq,False,,False,False
armando-yzaguirre,47,3,2,noindex,47w < 200,False,,False,False
dasl-yoon,47,0,0,noindex,47w < 200; no quick facts; no faq,False,,False,False
jessica-murray-social-affairs-correspondent,47,0,0,noindex,junk byline slug,True,,False,False
yan-zhuang,47,0,0,noindex,47w < 200; no quick facts; no faq,False,,False,False
zhang-san,47,3,2,noindex,47w < 200,False,,False,False
ayrian-yasar,46,3,2,noindex,46w < 200,False,,False,False
brian-g-najapfour,46,3,2,noindex,46w < 200,False,,False,False
david-smith,46,0,0,noindex,46w < 200; no quick facts; no faq,False,,False,False
derek-griz,46,3,2,noindex,46w < 200,False,,False,False
derrick-brite,46,3,2,noindex,46w < 200,False,,False,False
elvan-kivilcim,46,0,0,noindex,46w < 200; no quick facts; no faq,False,,False,False
frances-rankin,46,0,0,noindex,46w < 200; no quick facts; no faq,False,,False,False
josh-greene,46,3,2,noindex,46w < 200,False,,False,False
mackenzie-slagle,46,3,2,noindex,46w < 200,False,,False,False
candace-echols,45,3,2,noindex,45w < 200,False,,False,False
david-pierson,45,0,0,noindex,45w < 200; no quick facts; no faq,False,,False,False
graham-barnes,45,0,0,noindex,45w < 200; no quick facts; no faq,False,,False,False
kathryn-eckhardt,45,3,2,noindex,45w < 200,False,,False,False
mark-evans,45,3,2,noindex,45w < 200,False,,False,False
mary-hannah,45,3,2,noindex,45w < 200,False,,False,False
patrick-luscri,45,3,2,noindex,45w < 200,False,,False,False
ryan-swale,45,3,2,noindex,45w < 200,False,,False,False
skyler-flowers,45,3,2,noindex,45w < 200,False,,False,False
will-plonk,45,3,2,noindex,45w < 200,False,,False,False
amy-medina,44,3,2,noindex,44w < 200,False,,False,False
audrey-hendricks,44,3,2,noindex,44w < 200,False,,False,False
donald-maclean,44,3,2,noindex,44w < 200,False,,False,False
eileen-ruter,44,3,2,noindex,44w < 200,False,,False,False
isabel-choat,44,0,0,noindex,44w < 200; no quick facts; no faq,False,,False,False
jensen-holmes,44,3,2,noindex,44w < 200,False,,False,False
kyle-achterhoff,44,3,2,noindex,44w < 200,False,,False,False
stephen-mcalpine,44,3,2,noindex,44w < 200,False,,False,False
anna-jackson,43,3,2,noindex,43w < 200,False,,False,False
david-mitchell,43,0,0,noindex,43w < 200; no quick facts; no faq,False,,False,False
dustin-crowe,43,3,2,noindex,43w < 200,False,,False,False
jonathan-gemmell,43,3,2,noindex,43w < 200,False,,False,False
philip-ryan,43,0,0,noindex,43w < 200; no quick facts; no faq,False,,False,False
photography-by-christopher-thomond,43,0,0,noindex,43w < 200; no quick facts; no faq,False,,False,False
rick-reed,43,3,2,noindex,43w < 200,False,,False,False
wayne-blakely,43,0,0,noindex,43w < 200; no quick facts; no faq,False,,False,False
andrew-j-spencer,42,3,2,noindex,42w < 200,False,,False,False
brian-najapfour,42,3,2,noindex,42w < 200,False,,False,False
cstaubin,42,3,2,noindex,42w < 200,False,,False,False
gregory-zackary,42,3,2,noindex,42w < 200,False,,False,False
t-desmond-alexander,42,3,2,noindex,42w < 200,False,,False,False
william-wood,42,3,2,noindex,42w < 200,False,,False,False
abby-wongheffter,41,3,2,noindex,41w < 200,False,,False,False
byron-johnson-and-thomas-kidd,41,3,2,noindex,41w < 200,False,,False,False
curtis-solomon,41,3,2,noindex,41w < 200,False,,False,False
jenny-solomon,41,3,2,noindex,41w < 200,False,,False,False
kevin-humphreys,41,0,0,noindex,41w < 200; no quick facts; no faq,False,,False,False
robert-lattus,41,0,0,noindex,41w < 200; no quick facts; no faq,False,,False,False
rut-etheridge-iii,41,3,2,noindex,41w < 200,False,,False,False
